Country,Freedom2015,Freedom2016,Freedom2017,Freedom2018,Freedom2019,GDP2015,GDP2016,GDP2017,GDP2018,GDP2019,Generosity2015,Generosity2016,Generosity2017,Generosity2018,Generosity2019,Government_Corruption2015,Government_Corruption2016,Government_Corruption2017,Government_Corruption2018,Government_Corruption2019,Happiness_Score2015,Happiness_Score2016,Happiness_Score2017,Happiness_Score2018,Happiness_Score2019,Life_Expectancy2015,Life_Expectancy2016,Life_Expectancy2017,Life_Expectancy2018,Life_Expectancy2019,Social_Support2015,Social_Support2016,Social_Support2017,Social_Support2018,Social_Support2019,Happiness2015,Happiness2016,Happiness2017,Happiness2018,Happiness2019
Liberia,0.37,0.41668,0.40672,0.46573323,0.496,0.073,1.13145,1.06688,1.101803064,0.985,0.233,0.18295,0.17087,0.152073666,0.116,0.033,0.11023,0.10339,0.09261021,0.148,3.975,5.754,5.615,5.525000095,5.566,0.443,0.7038,0.52304,0.52016902,0.553,0.922,1.11862,0.95076,1.35756433,1.35,NotHappy,Happy,Happy,Happy,Happy
Libya,0.41668,0.40672,0.46573323,0.496,0.416,1.13145,1.06688,1.101803064,0.985,1.044,0.18295,0.17087,0.152073666,0.116,0.133,0.11023,0.10339,0.09261021,0.148,0.152,5.754,5.615,5.525000095,5.566,5.525,0.7038,0.52304,0.52016902,0.553,0.673,1.11862,0.95076,1.35756433,1.35,1.303,Happy,Happy,Happy,Happy,Happy
Libya,0.40672,0.46573323,0.496,0.416,0.21342,1.06688,1.101803064,0.985,1.044,1.14723,0.17087,0.152073666,0.116,0.133,0.02641,0.10339,0.09261021,0.148,0.152,0.01031,5.615,5.525000095,5.566,5.525,5.833,0.52304,0.52016902,0.553,0.673,0.73128,0.95076,1.35756433,1.35,1.303,1.25745,Happy,Happy,Happy,Happy,Happy
Libya,0.46573323,0.496,0.416,0.21342,0.18929,1.101803064,0.985,1.044,1.14723,1.2692,0.152073666,0.116,0.133,0.02641,0.02025,0.09261021,0.148,0.152,0.01031,0.0182,5.525000095,5.566,5.525,5.833,5.813,0.52016902,0.553,0.673,0.73128,0.64674,1.35756433,1.35,1.303,1.25745,1.06411,Happy,Happy,Happy,Happy,Happy
Libya,0.496,0.416,0.21342,0.18929,0.234231785,0.985,1.044,1.14723,1.2692,1.314582348,0.116,0.133,0.02641,0.02025,0.010164657,0.148,0.152,0.01031,0.0182,0.011865643,5.566,5.525,5.833,5.813,5.90199995,0.553,0.673,0.73128,0.64674,0.62894994,1.35,1.303,1.25745,1.06411,1.473516107,Happy,Happy,Happy,Happy,Happy
Libya,0.416,0.21342,0.18929,0.234231785,0.35,1.044,1.14723,1.2692,1.314582348,1.197,0.133,0.02641,0.02025,0.010164657,0.026,0.152,0.01031,0.0182,0.011865643,0.006,5.525,5.833,5.813,5.90199995,5.952,0.673,0.73128,0.64674,0.62894994,0.716,1.303,1.25745,1.06411,1.473516107,1.527,Happy,Happy,Happy,Happy,Happy
Lithuania,0.21342,0.18929,0.234231785,0.35,0.291,1.14723,1.2692,1.314582348,1.197,1.238,0.02641,0.02025,0.010164657,0.026,0.043,0.01031,0.0182,0.011865643,0.006,0.042,5.833,5.813,5.90199995,5.952,6.149,0.73128,0.64674,0.62894994,0.716,0.818,1.25745,1.06411,1.473516107,1.527,1.515,Happy,Happy,Happy,Happy,Happy
Lithuania,0.18929,0.234231785,0.35,0.291,0.61583,1.2692,1.314582348,1.197,1.238,1.56391,0.02025,0.010164657,0.026,0.043,0.28034,0.0182,0.011865643,0.006,0.042,0.37798,5.813,5.90199995,5.952,6.149,6.946,0.64674,0.62894994,0.716,0.818,0.91894,1.06411,1.473516107,1.527,1.515,1.21963,Happy,Happy,Happy,Happy,Happy
Lithuania,0.234231785,0.35,0.291,0.61583,0.5487,1.314582348,1.197,1.238,1.56391,1.69752,0.010164657,0.026,0.043,0.28034,0.27571,0.011865643,0.006,0.042,0.37798,0.35329,5.90199995,5.952,6.149,6.946,6.871,0.62894994,0.716,0.818,0.91894,0.84542,1.473516107,1.527,1.515,1.21963,1.03999,Happy,Happy,Happy,Happy,Happy
Lithuania,0.35,0.291,0.61583,0.5487,0.596627891,1.197,1.238,1.56391,1.69752,1.741943598,0.026,0.043,0.28034,0.27571,0.283180982,0.006,0.042,0.37798,0.35329,0.318834424,5.952,6.149,6.946,6.871,6.862999916,0.716,0.818,0.91894,0.84542,0.845089495,1.527,1.515,1.21963,1.03999,1.457583666,Happy,Happy,Happy,Happy,Happy
Lithuania,0.291,0.61583,0.5487,0.596627891,0.632,1.238,1.56391,1.69752,1.741943598,1.576,0.043,0.28034,0.27571,0.283180982,0.196,0.042,0.37798,0.35329,0.318834424,0.321,6.149,6.946,6.871,6.862999916,6.91,0.818,0.91894,0.84542,0.845089495,0.896,1.515,1.21963,1.03999,1.457583666,1.52,Happy,Happy,Happy,Happy,Happy
Luxembourg,0.61583,0.5487,0.596627891,0.632,0.526,1.56391,1.69752,1.741943598,1.576,1.609,0.28034,0.27571,0.283180982,0.196,0.194,0.37798,0.35329,0.318834424,0.321,0.316,6.946,6.871,6.862999916,6.91,7.09,0.91894,0.84542,0.845089495,0.896,1.012,1.21963,1.03999,1.457583666,1.52,1.479,Happy,Happy,Happy,Happy,Happy
Luxembourg,0.5487,0.596627891,0.632,0.526,0.33457,1.69752,1.741943598,1.576,1.609,0.91851,0.27571,0.283180982,0.196,0.194,0.22359,0.35329,0.318834424,0.321,0.316,0.05327,6.871,6.862999916,6.91,7.09,5.007,0.84542,0.845089495,0.896,1.012,0.73545,1.03999,1.457583666,1.52,1.479,1.00232,Happy,Happy,Happy,Happy,Happy
Luxembourg,0.596627891,0.632,0.526,0.33457,0.27668,1.741943598,1.576,1.609,0.91851,1.0193,0.283180982,0.196,0.194,0.22359,0.23507,0.318834424,0.321,0.316,0.05327,0.07047,6.862999916,6.91,7.09,5.007,5.121,0.845089495,0.896,1.012,0.73545,0.64738,1.457583666,1.52,1.479,1.00232,0.78236,Happy,Happy,Happy,Happy,Happy
Luxembourg,0.632,0.526,0.33457,0.27668,0.325905979,1.576,1.609,0.91851,1.0193,1.064577937,0.196,0.194,0.22359,0.23507,0.253760964,0.321,0.316,0.05327,0.07047,0.060277794,6.91,7.09,5.007,5.121,5.175000191,0.896,1.012,0.73545,0.64738,0.644948184,1.52,1.479,1.00232,0.78236,1.207893014,Happy,Happy,Happy,Happy,Happy
Luxembourg,0.526,0.33457,0.27668,0.325905979,0.394,1.609,0.91851,1.0193,1.064577937,0.959,0.194,0.22359,0.23507,0.253760964,0.173,0.316,0.05327,0.07047,0.060277794,0.052,7.09,5.007,5.121,5.175000191,5.185,1.012,0.73545,0.64738,0.644948184,0.691,1.479,1.00232,0.78236,1.207893014,1.239,Happy,Happy,Happy,Happy,Happy
Macedonia,0.33457,0.27668,0.325905979,0.394,0.19184,0.91851,1.0193,1.064577937,0.959,0.20824,0.22359,0.23507,0.253760964,0.173,0.21333,0.05327,0.07047,0.060277794,0.052,0.08124,5.007,5.121,5.175000191,5.185,3.681,0.73545,0.64738,0.644948184,0.691,0.46721,1.00232,0.78236,1.207893014,1.239,0.66801,Happy,Happy,Happy,Happy,NotHappy
Macedonia,0.27668,0.325905979,0.394,0.19184,0.13684,1.0193,1.064577937,0.959,0.20824,0.27954,0.23507,0.253760964,0.173,0.21333,0.2204,0.07047,0.060277794,0.052,0.08124,0.07506,5.121,5.175000191,5.185,3.681,3.695,0.64738,0.644948184,0.691,0.46721,0.37109,0.78236,1.207893014,1.239,0.66801,0.46115,Happy,Happy,Happy,NotHappy,NotHappy
Macedonia,0.325905979,0.394,0.19184,0.13684,0.189196765,1.064577937,0.959,0.20824,0.27954,0.305808693,0.253760964,0.173,0.21333,0.2204,0.20873253,0.060277794,0.052,0.08124,0.07506,0.067231975,5.175000191,5.185,3.681,3.695,3.644000053,0.644948184,0.691,0.46721,0.37109,0.375223309,1.207893014,1.239,0.66801,0.46115,0.913020372,Happy,Happy,NotHappy,NotHappy,NotHappy
Macedonia,0.394,0.19184,0.13684,0.189196765,0.221,0.959,0.20824,0.27954,0.305808693,0.262,0.173,0.21333,0.2204,0.20873253,0.155,0.052,0.08124,0.07506,0.067231975,0.049,5.185,3.681,3.695,3.644000053,3.774,0.691,0.46721,0.37109,0.375223309,0.402,1.239,0.66801,0.46115,0.913020372,0.908,Happy,NotHappy,NotHappy,NotHappy,NotHappy
Madagascar,0.19184,0.13684,0.189196765,0.221,0.148,0.20824,0.27954,0.305808693,0.262,0.274,0.21333,0.2204,0.20873253,0.155,0.169,0.08124,0.07506,0.067231975,0.049,0.041,3.681,3.695,3.644000053,3.774,3.933,0.46721,0.37109,0.375223309,0.402,0.555,0.66801,0.46115,0.913020372,0.908,0.916,NotHappy,NotHappy,NotHappy,NotHappy,NotHappy
Madagascar,0.13684,0.189196765,0.221,0.148,0.43054,0.27954,0.305808693,0.262,0.274,0.01604,0.2204,0.20873253,0.155,0.169,0.33128,0.07506,0.067231975,0.049,0.041,0.06977,3.695,3.644000053,3.774,3.933,4.292,0.37109,0.375223309,0.402,0.555,0.22562,0.46115,0.913020372,0.908,0.916,0.41134,NotHappy,NotHappy,NotHappy,NotHappy,Happy
Madagascar,0.189196765,0.221,0.148,0.43054,0.4143,0.305808693,0.262,0.274,0.01604,0.08709,0.20873253,0.155,0.169,0.33128,0.30968,0.067231975,0.049,0.041,0.06977,0.07564,3.644000053,3.774,3.933,4.292,4.156,0.375223309,0.402,0.555,0.22562,0.29364,0.913020372,0.908,0.916,0.41134,0.147,NotHappy,NotHappy,NotHappy,Happy,Happy
Madagascar,0.221,0.148,0.43054,0.4143,0.466914654,0.262,0.274,0.01604,0.08709,0.233442038,0.155,0.169,0.33128,0.30968,0.28717047,0.049,0.041,0.06977,0.07564,0.072711654,3.774,3.933,4.292,4.156,3.970000029,0.402,0.555,0.22562,0.29364,0.315089583,0.908,0.916,0.41134,0.147,0.512568831,NotHappy,NotHappy,Happy,Happy,NotHappy
Madagascar,0.148,0.43054,0.4143,0.466914654,0.531,0.274,0.01604,0.08709,0.233442038,0.186,0.169,0.33128,0.30968,0.28717047,0.21,0.041,0.06977,0.07564,0.072711654,0.08,3.933,4.292,4.156,3.970000029,3.587,0.555,0.22562,0.29364,0.315089583,0.306,0.916,0.41134,0.147,0.512568831,0.541,NotHappy,Happy,Happy,NotHappy,NotHappy
Malawi,0.43054,0.4143,0.466914654,0.531,0.443,0.01604,0.08709,0.233442038,0.186,0.191,0.33128,0.30968,0.28717047,0.21,0.218,0.06977,0.07564,0.072711654,0.08,0.089,4.292,4.156,3.970000029,3.587,3.41,0.22562,0.29364,0.315089583,0.306,0.495,0.41134,0.147,0.512568831,0.541,0.56,Happy,Happy,NotHappy,NotHappy,NotHappy
Malawi,0.4143,0.466914654,0.531,0.443,0.53024,0.08709,0.233442038,0.186,0.191,1.12486,0.30968,0.28717047,0.21,0.218,0.33075,0.07564,0.072711654,0.08,0.089,0.10501,4.156,3.970000029,3.587,3.41,5.77,0.29364,0.315089583,0.306,0.495,0.72394,0.147,0.512568831,0.541,0.56,1.07023,Happy,NotHappy,NotHappy,NotHappy,Happy
Malawi,0.466914654,0.531,0.443,0.53024,0.39031,0.233442038,0.186,0.191,1.12486,1.25142,0.28717047,0.21,0.218,0.33075,0.41474,0.072711654,0.08,0.089,0.10501,0.09081,3.970000029,3.587,3.41,5.77,6.005,0.315089583,0.306,0.495,0.72394,0.62366,0.512568831,0.541,0.56,1.07023,0.88025,NotHappy,NotHappy,NotHappy,Happy,Happy
Malawi,0.531,0.443,0.53024,0.39031,0.402264982,0.186,0.191,1.12486,1.25142,1.29121542,0.21,0.218,0.33075,0.41474,0.41660893,0.08,0.089,0.10501,0.09081,0.065600708,3.587,3.41,5.77,6.005,6.084000111,0.306,0.495,0.72394,0.62366,0.618784428,0.541,0.56,1.07023,0.88025,1.284646034,NotHappy,NotHappy,Happy,Happy,Happy
Malawi,0.443,0.53024,0.39031,0.402264982,0.356,0.191,1.12486,1.25142,1.29121542,1.161,0.218,0.33075,0.41474,0.41660893,0.311,0.089,0.10501,0.09081,0.065600708,0.059,3.41,5.77,6.005,6.084000111,6.322,0.495,0.72394,0.62366,0.618784428,0.669,0.56,1.07023,0.88025,1.284646034,1.258,NotHappy,Happy,Happy,Happy,Happy
Malaysia,0.53024,0.39031,0.402264982,0.356,0.508,1.12486,1.25142,1.29121542,1.161,1.221,0.33075,0.41474,0.41660893,0.311,0.26,0.10501,0.09081,0.065600708,0.059,0.024,5.77,6.005,6.084000111,6.322,5.339,0.72394,0.62366,0.618784428,0.669,0.828,1.07023,0.88025,1.284646034,1.258,1.171,Happy,Happy,Happy,Happy,Happy
Malaysia,0.39031,0.402264982,0.356,0.508,0.38857,1.25142,1.29121542,1.161,1.221,0.26074,0.41474,0.41660893,0.311,0.26,0.18798,0.09081,0.065600708,0.059,0.024,0.12352,6.005,6.084000111,6.322,5.339,3.995,0.62366,0.618784428,0.669,0.828,0.20583,0.88025,1.284646034,1.258,1.171,1.03526,Happy,Happy,Happy,Happy,NotHappy
Malaysia,0.402264982,0.356,0.508,0.38857,0.27544,1.29121542,1.161,1.221,0.26074,0.31292,0.41660893,0.311,0.26,0.18798,0.21064,0.065600708,0.059,0.024,0.12352,0.13647,6.084000111,6.322,5.339,3.995,4.073,0.618784428,0.669,0.828,0.20583,0.16347,1.284646034,1.258,1.171,1.03526,0.86333,Happy,Happy,Happy,NotHappy,Happy
Malaysia,0.356,0.508,0.38857,0.27544,0.306613743,1.161,1.221,0.26074,0.31292,0.476180494,0.311,0.26,0.18798,0.21064,0.183354199,0.059,0.024,0.12352,0.13647,0.104970247,6.322,5.339,3.995,4.073,4.190000057,0.669,0.828,0.20583,0.16347,0.169365674,1.258,1.171,1.03526,0.86333,1.281473398,Happy,Happy,NotHappy,Happy,Happy
Malaysia,0.508,0.38857,0.27544,0.306613743,0.367,1.221,0.26074,0.31292,0.476180494,0.37,0.26,0.18798,0.21064,0.183354199,0.139,0.024,0.12352,0.13647,0.104970247,0.056,5.339,3.995,4.073,4.190000057,4.447,0.828,0.20583,0.16347,0.169365674,0.152,1.171,1.03526,0.86333,1.281473398,1.233,Happy,NotHappy,Happy,Happy,Happy
Mali,0.38857,0.27544,0.306613743,0.367,0.327,0.26074,0.31292,0.476180494,0.37,0.385,0.18798,0.21064,0.183354199,0.139,0.153,0.12352,0.13647,0.104970247,0.056,0.052,3.995,4.073,4.190000057,4.447,4.39,0.20583,0.16347,0.169365674,0.152,0.308,1.03526,0.86333,1.281473398,1.233,1.105,NotHappy,Happy,Happy,Happy,Happy
Mali,0.27544,0.306613743,0.367,0.327,0.60365,0.31292,0.476180494,0.37,0.385,1.2074,0.21064,0.183354199,0.139,0.153,0.51752,0.13647,0.104970247,0.056,0.052,0.13586,4.073,4.190000057,4.447,4.39,6.302,0.16347,0.169365674,0.152,0.308,0.88721,0.86333,1.281473398,1.233,1.105,1.30203,Happy,Happy,Happy,Happy,Happy
Mali,0.306613743,0.367,0.327,0.60365,0.54994,0.476180494,0.37,0.385,1.2074,1.30782,0.183354199,0.139,0.153,0.51752,0.56237,0.104970247,0.056,0.052,0.13586,0.17554,4.190000057,4.447,4.39,6.302,6.488,0.169365674,0.152,0.308,0.88721,0.80315,1.281473398,1.233,1.105,1.30203,1.09879,Happy,Happy,Happy,Happy,Happy
Mali,0.367,0.327,0.60365,0.54994,0.588767052,0.37,0.385,1.2074,1.30782,1.343279839,0.139,0.153,0.51752,0.56237,0.574730575,0.056,0.052,0.13586,0.17554,0.153066069,4.447,4.39,6.302,6.488,6.52699995,0.152,0.308,0.88721,0.80315,0.821944237,1.233,1.105,1.30203,1.09879,1.488411665,Happy,Happy,Happy,Happy,Happy
Mali,0.327,0.60365,0.54994,0.588767052,0.645,0.385,1.2074,1.30782,1.343279839,1.27,0.153,0.51752,0.56237,0.574730575,0.376,0.052,0.13586,0.17554,0.153066069,0.142,4.39,6.302,6.488,6.52699995,6.627,0.308,0.88721,0.80315,0.821944237,0.884,1.105,1.30203,1.09879,1.488411665,1.525,Happy,Happy,Happy,Happy,Happy
Malta,0.60365,0.54994,0.588767052,0.645,0.564,1.2074,1.30782,1.343279839,1.27,1.3,0.51752,0.56237,0.574730575,0.376,0.375,0.13586,0.17554,0.153066069,0.142,0.151,6.302,6.488,6.52699995,6.627,6.726,0.88721,0.80315,0.821944237,0.884,0.999,1.30203,1.09879,1.488411665,1.525,1.52,Happy,Happy,Happy,Happy,Happy
Malta,0.54994,0.588767052,0.645,0.564,0.24232,1.30782,1.343279839,1.27,1.3,0.45407,0.56237,0.574730575,0.376,0.375,0.219,0.17554,0.153066069,0.142,0.151,0.17461,6.488,6.52699995,6.627,6.726,4.436,0.80315,0.821944237,0.884,0.999,0.35874,1.09879,1.488411665,1.525,1.52,0.86908,Happy,Happy,Happy,Happy,Happy
Malta,0.588767052,0.645,0.564,0.24232,0.1268,1.343279839,1.27,1.3,0.45407,0.61391,0.574730575,0.376,0.375,0.219,0.22686,0.153066069,0.142,0.151,0.17461,0.17955,6.52699995,6.627,6.726,4.436,4.201,0.821944237,0.884,0.999,0.35874,0.28639,1.488411665,1.525,1.52,0.86908,0.84142,Happy,Happy,Happy,Happy,Happy
Malta,0.645,0.564,0.24232,0.1268,0.096098043,1.27,1.3,0.45407,0.61391,0.648457289,0.376,0.375,0.219,0.22686,0.201870024,0.142,0.151,0.17461,0.17955,0.136957005,6.627,6.726,4.436,4.201,4.291999817,0.884,0.999,0.35874,0.28639,0.28534928,1.525,1.52,0.86908,0.84142,1.27203083,Happy,Happy,Happy,Happy,Happy
Malta,0.564,0.24232,0.1268,0.096098043,0.129,1.3,0.45407,0.61391,0.648457289,0.557,0.375,0.219,0.22686,0.201870024,0.134,0.151,0.17461,0.17955,0.136957005,0.093,6.726,4.436,4.201,4.291999817,4.356,0.999,0.35874,0.28639,0.28534928,0.292,1.52,0.86908,0.84142,1.27203083,1.245,Happy,Happy,Happy,Happy,Happy
Mauritania,0.24232,0.1268,0.096098043,0.129,0.066,0.45407,0.61391,0.648457289,0.557,0.57,0.219,0.22686,0.201870024,0.134,0.106,0.17461,0.17955,0.136957005,0.093,0.088,4.436,4.201,4.291999817,4.356,4.49,0.35874,0.28639,0.28534928,0.292,0.489,0.86908,0.84142,1.27203083,1.245,1.167,Happy,Happy,Happy,Happy,Happy
Mauritania,0.1268,0.096098043,0.129,0.066,0.56066,0.61391,0.648457289,0.557,0.57,1.00761,0.22686,0.201870024,0.134,0.106,0.37744,0.17955,0.136957005,0.093,0.088,0.07521,4.201,4.291999817,4.356,4.49,5.477,0.28639,0.28534928,0.292,0.489,0.7095,0.84142,1.27203083,1.245,1.167,0.98521,Happy,Happy,Happy,Happy,Happy
Mauritania,0.096098043,0.129,0.066,0.56066,0.46145,0.648457289,0.557,0.57,1.00761,1.14372,0.201870024,0.134,0.106,0.37744,0.36951,0.136957005,0.093,0.088,0.07521,0.05203,4.291999817,4.356,4.49,5.477,5.648,0.28534928,0.292,0.489,0.7095,0.66189,1.27203083,1.245,1.167,0.98521,0.75695,Happy,Happy,Happy,Happy,Happy
Mauritania,0.129,0.066,0.56066,0.46145,0.491247326,0.557,0.57,1.00761,1.14372,1.189395547,0.134,0.106,0.37744,0.36951,0.360933751,0.093,0.088,0.07521,0.05203,0.042181555,4.356,4.49,5.477,5.648,5.629000187,0.292,0.489,0.7095,0.66189,0.638007462,1.245,1.167,0.98521,0.75695,1.20956099,Happy,Happy,Happy,Happy,Happy
Mauritania,0.066,0.56066,0.46145,0.491247326,0.584,0.57,1.00761,1.14372,1.189395547,1.09,0.106,0.37744,0.36951,0.360933751,0.245,0.088,0.07521,0.05203,0.042181555,0.05,4.49,5.477,5.648,5.629000187,5.891,0.489,0.7095,0.66189,0.638007462,0.684,1.167,0.98521,0.75695,1.20956099,1.387,Happy,Happy,Happy,Happy,Happy
Mauritius,0.56066,0.46145,0.491247326,0.584,0.498,1.00761,1.14372,1.189395547,1.09,1.12,0.37744,0.36951,0.360933751,0.245,0.215,0.07521,0.05203,0.042181555,0.05,0.06,5.477,5.648,5.629000187,5.891,5.888,0.7095,0.66189,0.638007462,0.684,0.798,0.98521,0.75695,1.20956099,1.387,1.402,Happy,Happy,Happy,Happy,Happy
Mauritius,0.46145,0.491247326,0.584,0.498,0.48181,1.14372,1.189395547,1.09,1.12,1.02054,0.36951,0.360933751,0.245,0.215,0.14074,0.05203,0.042181555,0.05,0.06,0.21312,5.648,5.629000187,5.891,5.888,7.187,0.66189,0.638007462,0.684,0.798,0.81444,0.75695,1.20956099,1.387,1.402,0.91451,Happy,Happy,Happy,Happy,Happy
Mauritius,0.491247326,0.584,0.498,0.48181,0.37709,1.189395547,1.09,1.12,1.02054,1.11508,0.360933751,0.245,0.215,0.14074,0.11735,0.042181555,0.05,0.06,0.21312,0.18355,5.629000187,5.891,5.888,7.187,6.778,0.638007462,0.684,0.798,0.81444,0.71143,1.20956099,1.387,1.402,0.91451,0.7146,Happy,Happy,Happy,Happy,Happy
Mauritius,0.584,0.498,0.48181,0.37709,0.412730008,1.09,1.12,1.02054,1.11508,1.153183818,0.245,0.215,0.14074,0.11735,0.120990433,0.05,0.06,0.21312,0.18355,0.132774115,5.891,5.888,7.187,6.778,6.578000069,0.684,0.798,0.81444,0.71143,0.709978998,1.387,1.402,0.91451,0.7146,1.21086216,Happy,Happy,Happy,Happy,Happy
Mauritius,0.498,0.48181,0.37709,0.412730008,0.479,1.12,1.02054,1.11508,1.153183818,1.038,0.215,0.14074,0.11735,0.120990433,0.069,0.06,0.21312,0.18355,0.132774115,0.095,5.888,7.187,6.778,6.578000069,6.488,0.798,0.81444,0.71143,0.709978998,0.761,1.402,0.91451,0.7146,1.21086216,1.252,Happy,Happy,Happy,Happy,Happy
Mexico,0.48181,0.37709,0.412730008,0.479,0.433,1.02054,1.11508,1.153183818,1.038,1.07,0.14074,0.11735,0.120990433,0.069,0.074,0.21312,0.18355,0.132774115,0.095,0.073,7.187,6.778,6.578000069,6.488,6.595,0.81444,0.71143,0.709978998,0.761,0.861,0.91451,0.7146,1.21086216,1.252,1.323,Happy,Happy,Happy,Happy,Happy
Mexico,0.37709,0.412730008,0.479,0.433,0.32818,1.11508,1.153183818,1.038,1.07,0.59448,0.11735,0.120990433,0.069,0.074,0.20951,0.18355,0.132774115,0.095,0.073,0.01615,6.778,6.578000069,6.488,6.595,5.889,0.71143,0.709978998,0.761,0.861,0.61826,0.7146,1.21086216,1.252,1.323,1.01528,Happy,Happy,Happy,Happy,Happy
Mexico,0.412730008,0.479,0.433,0.32818,0.25202,1.153183818,1.038,1.07,0.59448,0.69177,0.120990433,0.069,0.074,0.20951,0.19997,0.132774115,0.095,0.073,0.01615,0.01903,6.578000069,6.488,6.595,5.889,5.897,0.709978998,0.761,0.861,0.61826,0.52309,1.21086216,1.252,1.323,1.01528,0.83132,Happy,Happy,Happy,Happy,Happy
Mexico,0.479,0.433,0.32818,0.25202,0.240729049,1.038,1.07,0.59448,0.69177,0.72887063,0.069,0.074,0.20951,0.19997,0.208779126,0.095,0.073,0.01615,0.01903,0.010091286,6.488,6.595,5.889,5.897,5.837999821,0.761,0.861,0.61826,0.52309,0.589465201,1.252,1.323,1.01528,0.83132,1.251825571,Happy,Happy,Happy,Happy,Happy
Mexico,0.433,0.32818,0.25202,0.240729049,0.232,1.07,0.59448,0.69177,0.72887063,0.657,0.074,0.20951,0.19997,0.208779126,0.171,0.073,0.01615,0.01903,0.010091286,0,6.595,5.889,5.897,5.837999821,5.64,0.861,0.61826,0.52309,0.589465201,0.62,1.323,1.01528,0.83132,1.251825571,1.301,Happy,Happy,Happy,Happy,Happy
Moldova,0.32818,0.25202,0.240729049,0.232,0.245,0.59448,0.69177,0.72887063,0.657,0.685,0.20951,0.19997,0.208779126,0.171,0.181,0.01615,0.01903,0.010091286,0,0,5.889,5.897,5.837999821,5.64,5.529,0.61826,0.52309,0.589465201,0.62,0.739,1.01528,0.83132,1.251825571,1.301,1.328,Happy,Happy,Happy,Happy,Happy
Moldova,0.25202,0.240729049,0.232,0.245,0.43626,0.69177,0.72887063,0.657,0.685,0.82819,0.19997,0.208779126,0.171,0.181,0.3323,0.01903,0.010091286,0,0,0.02666,5.897,5.837999821,5.64,5.529,4.874,0.52309,0.589465201,0.62,0.739,0.60268,0.83132,1.251825571,1.301,1.328,1.3006,Happy,Happy,Happy,Happy,Happy
Moldova,0.240729049,0.232,0.245,0.43626,0.35972,0.72887063,0.657,0.685,0.82819,0.98853,0.208779126,0.171,0.181,0.3323,0.34539,0.010091286,0,0,0.02666,0.03285,5.837999821,5.64,5.529,4.874,4.907,0.589465201,0.62,0.739,0.60268,0.55469,1.251825571,1.301,1.328,1.3006,1.08983,Happy,Happy,Happy,Happy,Happy
Moldova,0.232,0.245,0.43626,0.35972,0.394143969,0.657,0.685,0.82819,0.98853,1.027235866,0.171,0.181,0.3323,0.34539,0.33846423,0,0,0.02666,0.03285,0.032902289,5.64,5.529,4.874,4.907,4.954999924,0.62,0.739,0.60268,0.55469,0.557783484,1.301,1.328,1.3006,1.08983,1.493011236,Happy,Happy,Happy,Happy,Happy
Moldova,0.245,0.43626,0.35972,0.394143969,0.395,0.685,0.82819,0.98853,1.027235866,0.914,0.181,0.3323,0.34539,0.33846423,0.253,0,0.02666,0.03285,0.032902289,0.032,5.529,4.874,4.907,4.954999924,5.125,0.739,0.60268,0.55469,0.557783484,0.575,1.328,1.3006,1.08983,1.493011236,1.517,Happy,Happy,Happy,Happy,Happy
Mongolia,0.43626,0.35972,0.394143969,0.395,0.317,0.82819,0.98853,1.027235866,0.914,0.948,0.3323,0.34539,0.33846423,0.253,0.235,0.02666,0.03285,0.032902289,0.032,0.038,4.874,4.907,4.954999924,5.125,5.285,0.60268,0.55469,0.557783484,0.575,0.667,1.3006,1.08983,1.493011236,1.517,1.531,Happy,Happy,Happy,Happy,Happy
Mongolia,0.35972,0.394143969,0.395,0.317,0.1826,0.98853,1.027235866,0.914,0.948,0.97438,0.34539,0.33846423,0.253,0.235,0.1614,0.03285,0.032902289,0.032,0.038,0.14296,4.907,4.954999924,5.125,5.285,5.192,0.55469,0.557783484,0.575,0.667,0.72521,1.08983,1.493011236,1.517,1.531,0.90557,Happy,Happy,Happy,Happy,Happy
Mongolia,0.394143969,0.395,0.317,0.1826,0.15111,1.027235866,0.914,0.948,0.97438,1.07838,0.33846423,0.253,0.235,0.1614,0.17191,0.032902289,0.032,0.038,0.14296,0.12721,4.954999924,5.125,5.285,5.192,5.161,0.557783484,0.575,0.667,0.72521,0.63533,1.493011236,1.517,1.531,0.90557,0.74173,Happy,Happy,Happy,Happy,Happy
Mongolia,0.395,0.317,0.1826,0.15111,0.194989055,0.914,0.948,0.97438,1.07838,1.121129036,0.253,0.235,0.1614,0.17191,0.197911024,0.032,0.038,0.14296,0.12721,0.088174194,5.125,5.285,5.192,5.161,5.236999989,0.575,0.667,0.72521,0.63533,0.667464674,1.517,1.531,0.90557,0.74173,1.238376498,Happy,Happy,Happy,Happy,Happy
Mongolia,0.317,0.1826,0.15111,0.194989055,0.259,0.948,0.97438,1.07838,1.121129036,1.017,0.235,0.1614,0.17191,0.197911024,0.111,0.038,0.14296,0.12721,0.088174194,0.081,5.285,5.192,5.161,5.236999989,5.347,0.667,0.72521,0.63533,0.667464674,0.729,1.531,0.90557,0.74173,1.238376498,1.279,Happy,Happy,Happy,Happy,Happy
