Country,Freedom2015,Freedom2016,Freedom2017,Freedom2018,Freedom2019,GDP2015,GDP2016,GDP2017,GDP2018,GDP2019,Generosity2015,Generosity2016,Generosity2017,Generosity2018,Generosity2019,Government_Corruption2015,Government_Corruption2016,Government_Corruption2017,Government_Corruption2018,Government_Corruption2019,Happiness_Score2015,Happiness_Score2016,Happiness_Score2017,Happiness_Score2018,Happiness_Score2019,Life_Expectancy2015,Life_Expectancy2016,Life_Expectancy2017,Life_Expectancy2018,Life_Expectancy2019,Social_Support2015,Social_Support2016,Social_Support2017,Social_Support2018,Social_Support2019,Happiness2015,Happiness2016,Happiness2017,Happiness2018,Happiness2019
Benin,0.349,0.53206,0.46074,0.501537681,0.541,0.393,0.77042,0.8527,0.885416389,0.796,0.175,0.47998,0.48546,0.474054545,0.364,0.082,0.15445,0.1616,0.17338039,0.171,4.883,5.253,5.196,5.011000156,5.082,0.397,0.57407,0.49759,0.495879292,0.527,0.437,1.10395,0.90836,1.340126514,1.335,Happy,Happy,Happy,Happy,Happy
Bhutan,0.53206,0.46074,0.501537681,0.541,0.457,0.77042,0.8527,0.885416389,0.796,0.813,0.47998,0.48546,0.474054545,0.364,0.37,0.15445,0.1616,0.17338039,0.171,0.167,5.253,5.196,5.011000156,5.082,5.082,0.57407,0.49759,0.495879292,0.527,0.604,1.10395,0.90836,1.340126514,1.335,1.321,Happy,Happy,Happy,Happy,Happy
Bhutan,0.46074,0.501537681,0.541,0.457,0.57414,0.8527,0.885416389,0.796,0.813,0.68133,0.48546,0.474054545,0.364,0.37,0.20536,0.1616,0.17338039,0.171,0.167,0.088,5.196,5.011000156,5.082,5.082,5.89,0.49759,0.495879292,0.527,0.604,0.5392,0.90836,1.340126514,1.335,1.321,0.97841,Happy,Happy,Happy,Happy,Happy
Bhutan,0.501537681,0.541,0.457,0.57414,0.50961,0.885416389,0.796,0.813,0.68133,0.79422,0.474054545,0.364,0.37,0.20536,0.21698,0.17338039,0.171,0.167,0.088,0.07746,5.011000156,5.082,5.082,5.89,5.822,0.495879292,0.527,0.604,0.5392,0.4697,1.340126514,1.335,1.321,0.97841,0.83779,Happy,Happy,Happy,Happy,Happy
Bhutan,0.541,0.457,0.57414,0.50961,0.558732927,0.796,0.813,0.68133,0.79422,0.833756566,0.364,0.37,0.20536,0.21698,0.225560725,0.171,0.167,0.088,0.07746,0.060477726,5.082,5.082,5.89,5.822,5.822999954,0.527,0.604,0.5392,0.4697,0.47363025,1.335,1.321,0.97841,0.83779,1.227619052,Happy,Happy,Happy,Happy,Happy
Bhutan,0.457,0.57414,0.50961,0.558732927,0.606,0.813,0.68133,0.79422,0.833756566,0.751,0.37,0.20536,0.21698,0.225560725,0.141,0.167,0.088,0.07746,0.060477726,0.054,5.082,5.89,5.822,5.822999954,5.752,0.604,0.5392,0.4697,0.47363025,0.508,1.321,0.97841,0.83779,1.227619052,1.223,Happy,Happy,Happy,Happy,Happy
Bolivia,0.57414,0.50961,0.558732927,0.606,0.511,0.68133,0.79422,0.833756566,0.751,0.776,0.20536,0.21698,0.225560725,0.141,0.137,0.088,0.07746,0.060477726,0.054,0.064,5.89,5.822,5.822999954,5.752,5.779,0.5392,0.4697,0.47363025,0.508,0.706,0.97841,0.83779,1.227619052,1.223,1.209,Happy,Happy,Happy,Happy,Happy
Bolivia,0.50961,0.558732927,0.606,0.511,0.09245,0.79422,0.833756566,0.751,0.776,0.83223,0.21698,0.225560725,0.141,0.137,0.24808,0.07746,0.060477726,0.054,0.064,0.00227,5.822,5.822999954,5.752,5.779,4.949,0.4697,0.47363025,0.508,0.706,0.79081,0.83779,1.227619052,1.223,1.209,0.91916,Happy,Happy,Happy,Happy,Happy
Bolivia,0.558732927,0.606,0.511,0.09245,0.09511,0.833756566,0.751,0.776,0.83223,0.93383,0.225560725,0.141,0.137,0.24808,0.29889,0.060477726,0.054,0.064,0.00227,0,5.822999954,5.752,5.779,4.949,5.163,0.47363025,0.508,0.706,0.79081,0.70766,1.227619052,1.223,1.209,0.91916,0.64367,Happy,Happy,Happy,Happy,Happy
Bolivia,0.606,0.511,0.09245,0.09511,0.204403177,0.751,0.776,0.83223,0.93383,0.982409418,0.141,0.137,0.24808,0.29889,0.328867495,0.054,0.064,0.00227,0,0,5.752,5.779,4.949,5.163,5.18200016,0.508,0.706,0.79081,0.70766,0.705186307,1.223,1.209,0.91916,0.64367,1.069335938,Happy,Happy,Happy,Happy,Happy
Bolivia,0.511,0.09245,0.09511,0.204403177,0.28,0.776,0.83223,0.93383,0.982409418,0.915,0.137,0.24808,0.29889,0.328867495,0.216,0.064,0.00227,0,0,0,5.779,4.949,5.163,5.18200016,5.129,0.706,0.79081,0.70766,0.705186307,0.758,1.209,0.91916,0.64367,1.069335938,1.078,Happy,Happy,Happy,Happy,Happy
Bosnia and Herzegovina,0.09245,0.09511,0.204403177,0.28,0.212,0.83223,0.93383,0.982409418,0.915,0.945,0.24808,0.29889,0.328867495,0.216,0.263,0.00227,0,0,0,0.006,4.949,5.163,5.18200016,5.129,5.386,0.79081,0.70766,0.705186307,0.758,0.845,0.91916,0.64367,1.069335938,1.078,1.212,Happy,Happy,Happy,Happy,Happy
Bosnia and Herzegovina,0.09511,0.204403177,0.28,0.212,0.49495,0.93383,0.982409418,0.915,0.945,0.99355,0.29889,0.328867495,0.216,0.263,0.10461,0,0,0,0.006,0.12474,5.163,5.18200016,5.129,5.386,4.332,0.70766,0.705186307,0.758,0.845,0.04776,0.64367,1.069335938,1.078,1.212,1.10464,Happy,Happy,Happy,Happy,Happy
Bosnia and Herzegovina,0.204403177,0.28,0.212,0.49495,0.44089,0.982409418,0.915,0.945,0.99355,1.09426,0.328867495,0.216,0.263,0.10461,0.12425,0,0,0.006,0.12474,0.10769,5.18200016,5.129,5.386,4.332,3.974,0.705186307,0.758,0.845,0.04776,0.34752,1.069335938,1.078,1.212,1.10464,0.89186,Happy,Happy,Happy,Happy,NotHappy
Bosnia and Herzegovina,0.28,0.212,0.49495,0.44089,0.505196333,0.915,0.945,0.99355,1.09426,1.122094154,0.216,0.263,0.10461,0.12425,0.099348448,0,0.006,0.12474,0.10769,0.098583199,5.129,5.386,4.332,3.974,3.766000032,0.758,0.845,0.04776,0.34752,0.341755509,1.078,1.212,1.10464,0.89186,1.221554995,Happy,Happy,Happy,NotHappy,NotHappy
Bosnia and Herzegovina,0.212,0.49495,0.44089,0.505196333,0.557,0.945,0.99355,1.09426,1.122094154,1.017,0.263,0.10461,0.12425,0.099348448,0.042,0.006,0.12474,0.10769,0.098583199,0.092,5.386,4.332,3.974,3.766000032,3.59,0.845,0.04776,0.34752,0.341755509,0.417,1.212,1.10464,0.89186,1.221554995,1.174,Happy,Happy,NotHappy,NotHappy,NotHappy
Botswana,0.49495,0.44089,0.505196333,0.557,0.455,0.99355,1.09426,1.122094154,1.017,1.041,0.10461,0.12425,0.099348448,0.042,0.025,0.12474,0.10769,0.098583199,0.092,0.1,4.332,3.974,3.766000032,3.59,3.488,0.04776,0.34752,0.341755509,0.417,0.538,1.10464,0.89186,1.221554995,1.174,1.145,Happy,NotHappy,NotHappy,NotHappy,NotHappy
Botswana,0.44089,0.505196333,0.557,0.455,0.49049,1.09426,1.122094154,1.017,1.041,0.98124,0.12425,0.099348448,0.042,0.025,0.14574,0.10769,0.098583199,0.092,0.1,0.17521,3.974,3.766000032,3.59,3.488,6.983,0.34752,0.341755509,0.417,0.538,0.69702,0.89186,1.221554995,1.174,1.145,1.23287,NotHappy,NotHappy,NotHappy,NotHappy,Happy
Botswana,0.505196333,0.557,0.455,0.49049,0.40425,1.122094154,1.017,1.041,0.98124,1.08754,0.099348448,0.042,0.025,0.14574,0.15776,0.098583199,0.092,0.1,0.17521,0.14166,3.766000032,3.59,3.488,6.983,6.952,0.341755509,0.417,0.538,0.69702,0.61415,1.221554995,1.174,1.145,1.23287,1.03938,NotHappy,NotHappy,NotHappy,Happy,Happy
Botswana,0.557,0.455,0.49049,0.40425,0.437453747,1.017,1.041,0.98124,1.08754,1.10735321,0.042,0.025,0.14574,0.15776,0.162349895,0.092,0.1,0.17521,0.14166,0.111092761,3.59,3.488,6.983,6.952,6.635000229,0.417,0.538,0.69702,0.61415,0.616552353,1.174,1.145,1.23287,1.03938,1.431306005,NotHappy,NotHappy,Happy,Happy,Happy
Botswana,0.455,0.49049,0.40425,0.437453747,0.493,1.041,0.98124,1.08754,1.10735321,0.986,0.025,0.14574,0.15776,0.162349895,0.11,0.1,0.17521,0.14166,0.111092761,0.088,3.488,6.983,6.952,6.635000229,6.419,0.538,0.69702,0.61415,0.616552353,0.675,1.145,1.23287,1.03938,1.431306005,1.474,NotHappy,Happy,Happy,Happy,Happy
Brazil,0.49049,0.40425,0.437453747,0.493,0.39,0.98124,1.08754,1.10735321,0.986,1.004,0.14574,0.15776,0.162349895,0.11,0.099,0.17521,0.14166,0.111092761,0.088,0.086,6.983,6.952,6.635000229,6.419,6.3,0.69702,0.61415,0.616552353,0.675,0.802,1.23287,1.03938,1.431306005,1.474,1.439,Happy,Happy,Happy,Happy,Happy
Brazil,0.40425,0.437453747,0.493,0.39,0.30587,1.08754,1.10735321,0.986,1.004,1.01216,0.15776,0.162349895,0.11,0.099,0.11921,0.14166,0.111092761,0.088,0.086,0.00872,6.952,6.635000229,6.419,6.3,4.218,0.61415,0.616552353,0.675,0.802,0.76649,1.03938,1.431306005,1.474,1.439,1.10614,Happy,Happy,Happy,Happy,Happy
Brazil,0.437453747,0.493,0.39,0.30587,0.21219,1.10735321,0.986,1.004,1.01216,1.11306,0.162349895,0.11,0.099,0.11921,0.12793,0.111092761,0.088,0.086,0.00872,0.00615,6.635000229,6.419,6.3,4.218,4.217,0.616552353,0.675,0.802,0.76649,0.67806,1.431306005,1.474,1.439,1.10614,0.92542,Happy,Happy,Happy,Happy,Happy
Brazil,0.493,0.39,0.30587,0.21219,0.289231718,0.986,1.004,1.01216,1.11306,1.161459088,0.11,0.099,0.11921,0.12793,0.113177694,0.088,0.086,0.00872,0.00615,0.011051531,6.419,6.3,4.218,4.217,4.714000225,0.675,0.802,0.76649,0.67806,0.70821768,1.474,1.439,1.10614,0.92542,1.434379458,Happy,Happy,Happy,Happy,Happy
Brazil,0.39,0.30587,0.21219,0.289231718,0.359,1.004,1.01216,1.11306,1.161459088,1.054,0.099,0.11921,0.12793,0.113177694,0.064,0.086,0.00872,0.00615,0.011051531,0.009,6.3,4.218,4.217,4.714000225,4.933,0.802,0.76649,0.67806,0.70821768,0.712,1.439,1.10614,0.92542,1.434379458,1.515,Happy,Happy,Happy,Happy,Happy
Bulgaria,0.30587,0.21219,0.289231718,0.359,0.311,1.01216,1.11306,1.161459088,1.054,1.092,0.11921,0.12793,0.113177694,0.064,0.081,0.00872,0.00615,0.011051531,0.009,0.004,4.218,4.217,4.714000225,4.933,5.011,0.76649,0.67806,0.70821768,0.712,0.815,1.10614,0.92542,1.434379458,1.515,1.513,Happy,Happy,Happy,Happy,Happy
Bulgaria,0.21219,0.289231718,0.359,0.311,0.39493,1.11306,1.161459088,1.054,1.092,0.25812,0.12793,0.113177694,0.064,0.081,0.21747,0.00615,0.011051531,0.009,0.004,0.12832,4.217,4.714000225,4.933,5.011,3.587,0.67806,0.70821768,0.712,0.815,0.27125,0.92542,1.434379458,1.515,1.513,0.85188,Happy,Happy,Happy,Happy,NotHappy
Bulgaria,0.289231718,0.359,0.311,0.39493,0.3337,1.161459088,1.054,1.092,0.25812,0.31995,0.113177694,0.064,0.081,0.21747,0.24353,0.011051531,0.009,0.004,0.12832,0.12533,4.714000225,4.933,5.011,3.587,3.739,0.70821768,0.712,0.815,0.27125,0.21297,1.434379458,1.515,1.513,0.85188,0.63054,Happy,Happy,Happy,NotHappy,NotHappy
Bulgaria,0.359,0.311,0.39493,0.3337,0.324367851,1.054,1.092,0.25812,0.31995,0.350227714,0.064,0.081,0.21747,0.24353,0.250864685,0.009,0.004,0.12832,0.12533,0.120328106,4.933,5.011,3.587,3.739,4.032000065,0.712,0.815,0.27125,0.21297,0.215844259,1.515,1.513,0.85188,0.63054,1.043280005,Happy,Happy,NotHappy,NotHappy,Happy
Bulgaria,0.311,0.39493,0.3337,0.324367851,0.312,1.092,0.25812,0.31995,0.350227714,0.314,0.081,0.21747,0.24353,0.250864685,0.175,0.004,0.12832,0.12533,0.120328106,0.128,5.011,3.587,3.739,4.032000065,4.424,0.815,0.27125,0.21297,0.215844259,0.254,1.513,0.85188,0.63054,1.043280005,1.097,Happy,NotHappy,NotHappy,Happy,Happy
Burkina Faso,0.39493,0.3337,0.324367851,0.312,0.255,0.25812,0.31995,0.350227714,0.314,0.331,0.21747,0.24353,0.250864685,0.175,0.177,0.12832,0.12533,0.120328106,0.128,0.113,3.587,3.739,4.032000065,4.424,4.587,0.27125,0.21297,0.215844259,0.254,0.38,0.85188,0.63054,1.043280005,1.097,1.056,NotHappy,NotHappy,Happy,Happy,Happy
Burkina Faso,0.3337,0.324367851,0.312,0.255,0.1185,0.31995,0.350227714,0.314,0.331,0.0153,0.24353,0.250864685,0.175,0.177,0.19727,0.12533,0.120328106,0.128,0.113,0.10062,3.739,4.032000065,4.424,4.587,2.905,0.21297,0.215844259,0.254,0.38,0.22396,0.63054,1.043280005,1.097,1.056,0.41587,NotHappy,Happy,Happy,Happy,NotHappy
Burkina Faso,0.324367851,0.312,0.255,0.1185,0.0432,0.350227714,0.314,0.331,0.0153,0.06831,0.250864685,0.175,0.177,0.19727,0.2029,0.120328106,0.128,0.113,0.10062,0.09419,4.032000065,4.424,4.587,2.905,2.905,0.215844259,0.254,0.38,0.22396,0.15747,1.043280005,1.097,1.056,0.41587,0.23442,Happy,Happy,Happy,NotHappy,NotHappy
Burkina Faso,0.312,0.255,0.1185,0.0432,0.059900753,0.314,0.331,0.0153,0.06831,0.091622569,0.175,0.177,0.19727,0.2029,0.204435185,0.128,0.113,0.10062,0.09419,0.084147945,4.424,4.587,2.905,2.905,2.904999971,0.254,0.38,0.22396,0.15747,0.151610792,1.097,1.056,0.41587,0.23442,0.629793584,Happy,Happy,NotHappy,NotHappy,NotHappy
Burkina Faso,0.255,0.1185,0.0432,0.059900753,0.065,0.331,0.0153,0.06831,0.091622569,0.091,0.177,0.19727,0.2029,0.204435185,0.149,0.113,0.10062,0.09419,0.084147945,0.076,4.587,2.905,2.905,2.904999971,2.905,0.38,0.22396,0.15747,0.151610792,0.145,1.056,0.41587,0.23442,0.629793584,0.627,Happy,NotHappy,NotHappy,NotHappy,NotHappy
Burundi,0.1185,0.0432,0.059900753,0.065,0.22,0.0153,0.06831,0.091622569,0.091,0.046,0.19727,0.2029,0.204435185,0.149,0.176,0.10062,0.09419,0.084147945,0.076,0.18,2.905,2.905,2.904999971,2.905,3.775,0.22396,0.15747,0.151610792,0.145,0.38,0.41587,0.23442,0.629793584,0.627,0.447,NotHappy,NotHappy,NotHappy,NotHappy,NotHappy
Burundi,0.0432,0.059900753,0.065,0.22,0.66246,0.06831,0.091622569,0.091,0.046,0.46038,0.2029,0.204435185,0.149,0.176,0.40359,0.09419,0.084147945,0.076,0.18,0.07247,2.905,2.904999971,2.905,3.775,3.819,0.15747,0.151610792,0.145,0.38,0.61114,0.23442,0.629793584,0.627,0.447,0.62736,NotHappy,NotHappy,NotHappy,NotHappy,NotHappy
Burundi,0.059900753,0.065,0.22,0.66246,0.58852,0.091622569,0.091,0.046,0.46038,0.55604,0.204435185,0.149,0.176,0.40359,0.40339,0.084147945,0.076,0.18,0.07247,0.08092,2.904999971,2.905,3.775,3.819,3.907,0.151610792,0.145,0.38,0.61114,0.42494,0.629793584,0.627,0.447,0.62736,0.5375,NotHappy,NotHappy,NotHappy,NotHappy,NotHappy
Burundi,0.065,0.22,0.66246,0.58852,0.633375823,0.091,0.046,0.46038,0.55604,0.601765096,0.149,0.176,0.40359,0.40339,0.385922968,0.076,0.18,0.07247,0.08092,0.068105951,2.905,3.775,3.819,3.907,4.168000221,0.145,0.38,0.61114,0.42494,0.429783404,0.627,0.447,0.62736,0.5375,1.006238341,NotHappy,NotHappy,NotHappy,NotHappy,Happy
Burundi,0.22,0.66246,0.58852,0.633375823,0.696,0.046,0.46038,0.55604,0.601765096,0.549,0.176,0.40359,0.40339,0.385922968,0.256,0.18,0.07247,0.08092,0.068105951,0.065,3.775,3.819,3.907,4.168000221,4.433,0.38,0.61114,0.42494,0.429783404,0.457,0.447,0.62736,0.5375,1.006238341,1.088,NotHappy,NotHappy,NotHappy,Happy,Happy
Cambodia,0.66246,0.58852,0.633375823,0.696,0.609,0.46038,0.55604,0.601765096,0.549,0.574,0.40359,0.40339,0.385922968,0.256,0.232,0.07247,0.08092,0.068105951,0.065,0.062,3.819,3.907,4.168000221,4.433,4.7,0.61114,0.42494,0.429783404,0.457,0.637,0.62736,0.5375,1.006238341,1.088,1.122,NotHappy,NotHappy,Happy,Happy,Happy
Cambodia,0.58852,0.633375823,0.696,0.609,0.49309,0.55604,0.601765096,0.549,0.574,0.4225,0.40339,0.385922968,0.256,0.232,0.20618,0.08092,0.068105951,0.065,0.062,0.05786,3.907,4.168000221,4.433,4.7,4.252,0.42494,0.429783404,0.457,0.637,0.23402,0.5375,1.006238341,1.088,1.122,0.88767,NotHappy,Happy,Happy,Happy,Happy
Cambodia,0.633375823,0.696,0.609,0.49309,0.42736,0.601765096,0.549,0.574,0.4225,0.52497,0.385922968,0.256,0.232,0.20618,0.2268,0.068105951,0.065,0.062,0.05786,0.06126,4.168000221,4.433,4.7,4.252,4.513,0.429783404,0.457,0.637,0.23402,0.12698,1.006238341,1.088,1.122,0.88767,0.62542,Happy,Happy,Happy,Happy,Happy
Cambodia,0.696,0.609,0.49309,0.42736,0.430388749,0.549,0.574,0.4225,0.52497,0.564305365,0.256,0.232,0.20618,0.2268,0.236298457,0.065,0.062,0.05786,0.06126,0.051306631,4.433,4.7,4.252,4.513,4.695000172,0.457,0.637,0.23402,0.12698,0.132892117,1.088,1.122,0.88767,0.62542,0.946018219,Happy,Happy,Happy,Happy,Happy
Cambodia,0.609,0.49309,0.42736,0.430388749,0.454,0.574,0.4225,0.52497,0.564305365,0.535,0.232,0.20618,0.2268,0.236298457,0.183,0.062,0.05786,0.06126,0.051306631,0.043,4.7,4.252,4.513,4.695000172,4.975,0.637,0.23402,0.12698,0.132892117,0.182,1.122,0.88767,0.62542,0.946018219,0.891,Happy,Happy,Happy,Happy,Happy
Cameroon,0.49309,0.42736,0.430388749,0.454,0.381,0.4225,0.52497,0.564305365,0.535,0.549,0.20618,0.2268,0.236298457,0.183,0.187,0.05786,0.06126,0.051306631,0.043,0.037,4.252,4.513,4.695000172,4.975,5.044,0.23402,0.12698,0.132892117,0.182,0.331,0.88767,0.62542,0.946018219,0.891,0.91,Happy,Happy,Happy,Happy,Happy
Cameroon,0.42736,0.430388749,0.454,0.381,0.63297,0.52497,0.564305365,0.535,0.549,1.32629,0.2268,0.236298457,0.183,0.187,0.45811,0.06126,0.051306631,0.043,0.037,0.32957,4.513,4.695000172,4.975,5.044,7.427,0.12698,0.132892117,0.182,0.331,0.90563,0.62542,0.946018219,0.891,0.91,1.32261,Happy,Happy,Happy,Happy,Happy
Cameroon,0.430388749,0.454,0.381,0.63297,0.5737,0.564305365,0.535,0.549,1.32629,1.44015,0.236298457,0.183,0.187,0.45811,0.44834,0.051306631,0.043,0.037,0.32957,0.31329,4.695000172,4.975,5.044,7.427,7.404,0.132892117,0.182,0.331,0.90563,0.8276,0.946018219,0.891,0.91,1.32261,1.0961,Happy,Happy,Happy,Happy,Happy
Cameroon,0.454,0.381,0.63297,0.5737,0.611100912,0.535,0.549,1.32629,1.44015,1.479204416,0.183,0.187,0.45811,0.44834,0.435539722,0.043,0.037,0.32957,0.31329,0.287371516,4.975,5.044,7.427,7.404,7.315999985,0.182,0.331,0.90563,0.8276,0.834557652,0.891,0.91,1.32261,1.0961,1.481348991,Happy,Happy,Happy,Happy,Happy
Cameroon,0.381,0.63297,0.5737,0.611100912,0.653,0.549,1.32629,1.44015,1.479204416,1.33,0.187,0.45811,0.44834,0.435539722,0.321,0.037,0.32957,0.31329,0.287371516,0.291,5.044,7.427,7.404,7.315999985,7.328,0.331,0.90563,0.8276,0.834557652,0.896,0.91,1.32261,1.0961,1.481348991,1.532,Happy,Happy,Happy,Happy,Happy
Canada,0.63297,0.5737,0.611100912,0.653,0.584,1.32629,1.44015,1.479204416,1.33,1.365,0.45811,0.44834,0.435539722,0.321,0.285,0.32957,0.31329,0.287371516,0.291,0.308,7.427,7.404,7.315999985,7.328,7.278,0.90563,0.8276,0.834557652,0.896,1.039,1.32261,1.0961,1.481348991,1.532,1.505,Happy,Happy,Happy,Happy,Happy
Canada,0.5737,0.611100912,0.653,0.584,0.48879,1.44015,1.479204416,1.33,1.365,0.0785,0.44834,0.435539722,0.321,0.285,0.23835,0.31329,0.287371516,0.291,0.308,0.08289,7.404,7.315999985,7.328,7.278,3.678,0.8276,0.834557652,0.896,1.039,0.06699,1.0961,1.481348991,1.532,1.505,0,Happy,Happy,Happy,Happy,NotHappy
Canada,0.611100912,0.653,0.584,0.48879,0.270842046,1.479204416,1.33,1.365,0.0785,0,0.435539722,0.321,0.285,0.23835,0.280876487,0.287371516,0.291,0.308,0.08289,0.056565076,7.315999985,7.328,7.278,3.678,2.693000078,0.834557652,0.896,1.039,0.06699,0.018772686,1.481348991,1.532,1.505,0,0,Happy,Happy,Happy,NotHappy,NotHappy
Canada,0.653,0.584,0.48879,0.270842046,0.305,1.33,1.365,0.0785,0,0.024,0.321,0.285,0.23835,0.280876487,0.218,0.291,0.308,0.08289,0.056565076,0.038,7.328,7.278,3.678,2.693000078,3.083,0.896,1.039,0.06699,0.018772686,0.01,1.532,1.505,0,0,0,Happy,Happy,NotHappy,NotHappy,NotHappy
Canada,0.584,0.48879,0.270842046,0.305,0.225,1.365,0.0785,0,0.024,0.026,0.285,0.23835,0.280876487,0.218,0.235,0.308,0.08289,0.056565076,0.038,0.035,7.278,3.678,2.693000078,3.083,3.083,1.039,0.06699,0.018772686,0.01,0.105,1.505,0,0,0,0,Happy,NotHappy,NotHappy,NotHappy,NotHappy
Central African Republic,0.48879,0.270842046,0.305,0.225,0.23501,0.0785,0,0.024,0.026,0.34193,0.23835,0.280876487,0.218,0.235,0.18386,0.08289,0.056565076,0.038,0.035,0.05269,3.678,2.693000078,3.083,3.083,3.667,0.06699,0.018772686,0.01,0.105,0.1501,0,0,0,0,0.76062,NotHappy,NotHappy,NotHappy,NotHappy,NotHappy
Central African Republic,0.270842046,0.305,0.225,0.23501,0.12807,0,0.024,0.026,0.34193,0.42214,0.280876487,0.218,0.235,0.18386,0.18667,0.056565076,0.038,0.035,0.05269,0.04952,2.693000078,3.083,3.083,3.667,3.763,0.018772686,0.01,0.105,0.1501,0.03824,0,0,0,0.76062,0.63178,NotHappy,NotHappy,NotHappy,NotHappy,NotHappy
Central African Republic,0.305,0.225,0.23501,0.12807,0.162342027,0.024,0.026,0.34193,0.42214,0.438012987,0.218,0.235,0.18386,0.18667,0.21611385,0.038,0.035,0.05269,0.04952,0.053581882,3.083,3.083,3.667,3.763,3.936000109,0.01,0.105,0.1501,0.03824,0.041134715,0,0,0.76062,0.63178,0.953855872,NotHappy,NotHappy,NotHappy,NotHappy,NotHappy
Central African Republic,0.225,0.23501,0.12807,0.162342027,0.189,0.026,0.34193,0.42214,0.438012987,0.358,0.235,0.18386,0.18667,0.21611385,0.181,0.035,0.05269,0.04952,0.053581882,0.06,3.083,3.667,3.763,3.936000109,4.301,0.105,0.1501,0.03824,0.041134715,0.053,0,0.76062,0.63178,0.953855872,0.907,NotHappy,NotHappy,NotHappy,NotHappy,Happy
Chad,0.23501,0.12807,0.162342027,0.189,0.174,0.34193,0.42214,0.438012987,0.358,0.35,0.18386,0.18667,0.21611385,0.181,0.198,0.05269,0.04952,0.053581882,0.06,0.078,3.667,3.763,3.936000109,4.301,4.35,0.1501,0.03824,0.041134715,0.053,0.192,0.76062,0.63178,0.953855872,0.907,0.766,NotHappy,NotHappy,NotHappy,Happy,Happy
Chad,0.12807,0.162342027,0.189,0.174,0.44132,0.42214,0.438012987,0.358,0.35,1.10715,0.18667,0.21611385,0.181,0.198,0.33363,0.04952,0.053581882,0.06,0.078,0.12869,3.763,3.936000109,4.301,4.35,6.67,0.03824,0.041134715,0.053,0.192,0.85857,0.63178,0.953855872,0.907,0.766,1.12447,NotHappy,NotHappy,Happy,Happy,Happy
Chad,0.162342027,0.189,0.174,0.44132,0.37789,0.438012987,0.358,0.35,1.10715,1.2167,0.21611385,0.181,0.198,0.33363,0.31595,0.053581882,0.06,0.078,0.12869,0.11451,3.936000109,4.301,4.35,6.67,6.705,0.041134715,0.053,0.192,0.85857,0.81883,0.953855872,0.907,0.766,1.12447,0.90587,NotHappy,Happy,Happy,Happy,Happy
Chad,0.189,0.174,0.44132,0.37789,0.376895279,0.358,0.35,1.10715,1.2167,1.25278461,0.181,0.198,0.33363,0.31595,0.326662421,0.06,0.078,0.12869,0.11451,0.082287982,4.301,4.35,6.67,6.705,6.65199995,0.053,0.192,0.85857,0.81883,0.819479704,0.907,0.766,1.12447,0.90587,1.284024954,Happy,Happy,Happy,Happy,Happy
Chad,0.174,0.44132,0.37789,0.376895279,0.431,0.35,1.10715,1.2167,1.25278461,1.131,0.198,0.33363,0.31595,0.326662421,0.197,0.078,0.12869,0.11451,0.082287982,0.061,4.35,6.67,6.705,6.65199995,6.476,0.192,0.85857,0.81883,0.819479704,0.808,0.766,1.12447,0.90587,1.284024954,1.331,Happy,Happy,Happy,Happy,Happy
Chile,0.44132,0.37789,0.376895279,0.431,0.357,1.10715,1.2167,1.25278461,1.131,1.159,0.33363,0.31595,0.326662421,0.197,0.187,0.12869,0.11451,0.082287982,0.061,0.056,6.67,6.705,6.65199995,6.476,6.444,0.85857,0.81883,0.819479704,0.808,0.92,1.12447,0.90587,1.284024954,1.331,1.369,Happy,Happy,Happy,Happy,Happy
Chile,0.37789,0.376895279,0.431,0.357,0.51697,1.2167,1.25278461,1.131,1.159,0.89012,0.31595,0.326662421,0.197,0.187,0.08185,0.11451,0.082287982,0.061,0.056,0.02781,6.705,6.65199995,6.476,6.444,5.14,0.81883,0.819479704,0.808,0.92,0.81658,0.90587,1.284024954,1.331,1.369,0.94675,Happy,Happy,Happy,Happy,Happy
Chile,0.376895279,0.431,0.357,0.51697,0.44012,1.25278461,1.131,1.159,0.89012,1.0278,0.326662421,0.197,0.187,0.08185,0.04959,0.082287982,0.061,0.056,0.02781,0.02745,6.65199995,6.476,6.444,5.14,5.245,0.819479704,0.808,0.92,0.81658,0.73561,1.284024954,1.331,1.369,0.94675,0.79381,Happy,Happy,Happy,Happy,Happy
Chile,0.431,0.357,0.51697,0.44012,0.472787708,1.131,1.159,0.89012,1.0278,1.081165791,0.197,0.187,0.08185,0.04959,0.028806841,0.061,0.056,0.02781,0.02745,0.022794275,6.476,6.444,5.14,5.245,5.272999763,0.808,0.92,0.81658,0.73561,0.741415501,1.331,1.369,0.94675,0.79381,1.160837412,Happy,Happy,Happy,Happy,Happy
Chile,0.357,0.51697,0.44012,0.472787708,0.597,1.159,0.89012,1.0278,1.081165791,0.989,0.187,0.08185,0.04959,0.028806841,0.029,0.056,0.02781,0.02745,0.022794275,0.103,6.444,5.14,5.245,5.272999763,5.246,0.92,0.81658,0.73561,0.741415501,0.799,1.369,0.94675,0.79381,1.160837412,1.142,Happy,Happy,Happy,Happy,Happy
